"candidato","votos","porcentaje","partido","municipio","departamento","dane"
"NICOLAS REINEL PICON BARRERA",340,2.47,"PARTIDO ALIANZA VERDE","SAN BERNARDO DEL VIENTO","Córdoba","13046"
"EDWIN JOSE BESAILE FAYAD",5066,53.41,"COALICIÓN PROGR. Y POLÍT. PARTIDO DE LA U - PARTIDO LIBERAL - AICO","SAN CARLOS","Córdoba","13049"
"CARLOS DAVID GOMEZ ESPITIA",3751,39.54,"PARTIDO CAMBIO RADICAL","SAN CARLOS","Córdoba","13049"
"NICOLAS REINEL PICON BARRERA",164,1.72,"PARTIDO ALIANZA VERDE","SAN CARLOS","Córdoba","13049"
"EDWIN JOSE BESAILE FAYAD",2156,55.55,"COALICIÓN PROGR. Y POLÍT. PARTIDO DE LA U - PARTIDO LIBERAL - AICO","SAN JOSE DE URE","Córdoba","13052"
"CARLOS DAVID GOMEZ ESPITIA",1199,30.89,"PARTIDO CAMBIO RADICAL","SAN JOSE DE URE","Córdoba","13052"
"NICOLAS REINEL PICON BARRERA",349,8.99,"PARTIDO ALIANZA VERDE","SAN JOSE DE URE","Córdoba","13052"
"EDWIN JOSE BESAILE FAYAD",12244,54.29,"COALICIÓN PROGR. Y POLÍT. PARTIDO DE LA U - PARTIDO LIBERAL - AICO","SAN PELAYO","Córdoba","13055"
"CARLOS DAVID GOMEZ ESPITIA",9355,41.48,"PARTIDO CAMBIO RADICAL","SAN PELAYO","Córdoba","13055"
"NICOLAS REINEL PICON BARRERA",303,1.34,"PARTIDO ALIANZA VERDE","SAN PELAYO","Córdoba","13055"
"EDWIN JOSE BESAILE FAYAD",14093,48.39,"COALICIÓN PROGR. Y POLÍT. PARTIDO DE LA U - PARTIDO LIBERAL - AICO","TIERRALTA","Córdoba","13058"
"CARLOS DAVID GOMEZ ESPITIA",12226,41.98,"PARTIDO CAMBIO RADICAL","TIERRALTA","Córdoba","13058"
"NICOLAS REINEL PICON BARRERA",659,2.26,"PARTIDO ALIANZA VERDE","TIERRALTA","Córdoba","13058"
"CARLOS DAVID GOMEZ ESPITIA",8936,61.52,"PARTIDO CAMBIO RADICAL","TUCHIN","Córdoba","13060"
"EDWIN JOSE BESAILE FAYAD",5263,36.23,"COALICIÓN PROGR. Y POLÍT. PARTIDO DE LA U - PARTIDO LIBERAL - AICO","TUCHIN","Córdoba","13060"
"NICOLAS REINEL PICON BARRERA",120,0.82,"PARTIDO ALIANZA VERDE","TUCHIN","Córdoba","13060"
"EDWIN JOSE BESAILE FAYAD",8795,60.01,"COALICIÓN PROGR. Y POLÍT. PARTIDO DE LA U - PARTIDO LIBERAL - AICO","VALENCIA","Córdoba","13061"
"CARLOS DAVID GOMEZ ESPITIA",5276,36,"PARTIDO CAMBIO RADICAL","VALENCIA","Córdoba","13061"
"NICOLAS REINEL PICON BARRERA",158,1.07,"PARTIDO ALIANZA VERDE","VALENCIA","Córdoba","13061"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",3445,53.34,"PACTO POR CUNDINAMARCA","AGUA DE DIOS","Cundinamarca","15004"
"JORGE EMILIO REY ANGEL",2753,42.62,"¡QUEREMOS...PODEMOS!","AGUA DE DIOS","Cundinamarca","15004"
"RAFAEL ANTONIO BALLEN MOLINA",62,0.96,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","AGUA DE DIOS","Cundinamarca","15004"
"JORGE EMILIO REY ANGEL",1677,52.86,"¡QUEREMOS...PODEMOS!","ALBAN","Cundinamarca","15007"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",1357,42.78,"PACTO POR CUNDINAMARCA","ALBAN","Cundinamarca","15007"
"RAFAEL ANTONIO BALLEN MOLINA",18,0.56,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","ALBAN","Cundinamarca","15007"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",3893,60.46,"PACTO POR CUNDINAMARCA","ANAPOIMA","Cundinamarca","15010"
"JORGE EMILIO REY ANGEL",2086,32.4,"¡QUEREMOS...PODEMOS!","ANAPOIMA","Cundinamarca","15010"
"RAFAEL ANTONIO BALLEN MOLINA",109,1.69,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","ANAPOIMA","Cundinamarca","15010"
"JORGE EMILIO REY ANGEL",2773,47.25,"¡QUEREMOS...PODEMOS!","ANOLAIMA","Cundinamarca","15013"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",2721,46.37,"PACTO POR CUNDINAMARCA","ANOLAIMA","Cundinamarca","15013"
"RAFAEL ANTONIO BALLEN MOLINA",149,2.53,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","ANOLAIMA","Cundinamarca","15013"
"JORGE EMILIO REY ANGEL",2343,54.43,"¡QUEREMOS...PODEMOS!","APULO","Cundinamarca","15217"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",1768,41.07,"PACTO POR CUNDINAMARCA","APULO","Cundinamarca","15217"
"RAFAEL ANTONIO BALLEN MOLINA",46,1.06,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","APULO","Cundinamarca","15217"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",3712,64.46,"PACTO POR CUNDINAMARCA","ARBELAEZ","Cundinamarca","15016"
"JORGE EMILIO REY ANGEL",1734,30.11,"¡QUEREMOS...PODEMOS!","ARBELAEZ","Cundinamarca","15016"
"RAFAEL ANTONIO BALLEN MOLINA",68,1.18,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","ARBELAEZ","Cundinamarca","15016"
"JORGE EMILIO REY ANGEL",930,66.52,"¡QUEREMOS...PODEMOS!","BELTRAN","Cundinamarca","15019"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",430,30.75,"PACTO POR CUNDINAMARCA","BELTRAN","Cundinamarca","15019"
"RAFAEL ANTONIO BALLEN MOLINA",8,0.57,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","BELTRAN","Cundinamarca","15019"
"JORGE EMILIO REY ANGEL",1467,87.68,"¡QUEREMOS...PODEMOS!","BITUIMA","Cundinamarca","15022"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",152,9.08,"PACTO POR CUNDINAMARCA","BITUIMA","Cundinamarca","15022"
"RAFAEL ANTONIO BALLEN MOLINA",14,0.83,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","BITUIMA","Cundinamarca","15022"
"JORGE EMILIO REY ANGEL",2655,61.94,"¡QUEREMOS...PODEMOS!","BOJACA","Cundinamarca","15025"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",1349,31.47,"PACTO POR CUNDINAMARCA","BOJACA","Cundinamarca","15025"
"RAFAEL ANTONIO BALLEN MOLINA",47,1.09,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","BOJACA","Cundinamarca","15025"
"JORGE EMILIO REY ANGEL",1203,63.65,"¡QUEREMOS...PODEMOS!","CABRERA","Cundinamarca","15029"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",369,19.52,"PACTO POR CUNDINAMARCA","CABRERA","Cundinamarca","15029"
"RAFAEL ANTONIO BALLEN MOLINA",248,13.12,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","CABRERA","Cundinamarca","15029"
"JORGE EMILIO REY ANGEL",2941,58.33,"¡QUEREMOS...PODEMOS!","CACHIPAY","Cundinamarca","15030"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",1864,36.96,"PACTO POR CUNDINAMARCA","CACHIPAY","Cundinamarca","15030"
"RAFAEL ANTONIO BALLEN MOLINA",36,0.71,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","CACHIPAY","Cundinamarca","15030"
"JORGE EMILIO REY ANGEL",11060,49.05,"¡QUEREMOS...PODEMOS!","CAJICA","Cundinamarca","15031"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",7297,32.36,"PACTO POR CUNDINAMARCA","CAJICA","Cundinamarca","15031"
"RAFAEL ANTONIO BALLEN MOLINA",1228,5.44,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","CAJICA","Cundinamarca","15031"
"JORGE EMILIO REY ANGEL",3210,64.73,"¡QUEREMOS...PODEMOS!","CAPARRAPI","Cundinamarca","15034"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",1576,31.78,"PACTO POR CUNDINAMARCA","CAPARRAPI","Cundinamarca","15034"
"RAFAEL ANTONIO BALLEN MOLINA",27,0.54,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","CAPARRAPI","Cundinamarca","15034"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",4204,50.26,"PACTO POR CUNDINAMARCA","CAQUEZA","Cundinamarca","15037"
"JORGE EMILIO REY ANGEL",3598,43.02,"¡QUEREMOS...PODEMOS!","CAQUEZA","Cundinamarca","15037"
"RAFAEL ANTONIO BALLEN MOLINA",108,1.29,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","CAQUEZA","Cundinamarca","15037"
"JORGE EMILIO REY ANGEL",2215,53,"¡QUEREMOS...PODEMOS!","CARMEN DE CARUPA","Cundinamarca","15040"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",1572,37.61,"PACTO POR CUNDINAMARCA","CARMEN DE CARUPA","Cundinamarca","15040"
"RAFAEL ANTONIO BALLEN MOLINA",216,5.16,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","CARMEN DE CARUPA","Cundinamarca","15040"
"JORGE EMILIO REY ANGEL",1598,60.37,"¡QUEREMOS...PODEMOS!","CHAGUANI","Cundinamarca","15052"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",1007,38.04,"PACTO POR CUNDINAMARCA","CHAGUANI","Cundinamarca","15052"
"RAFAEL ANTONIO BALLEN MOLINA",6,0.22,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","CHAGUANI","Cundinamarca","15052"
"JORGE EMILIO REY ANGEL",18199,40.43,"¡QUEREMOS...PODEMOS!","CHIA","Cundinamarca","15055"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",16050,35.65,"PACTO POR CUNDINAMARCA","CHIA","Cundinamarca","15055"
"RAFAEL ANTONIO BALLEN MOLINA",1730,3.84,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","CHIA","Cundinamarca","15055"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",3012,56.73,"PACTO POR CUNDINAMARCA","CHIPAQUE","Cundinamarca","15058"
"JORGE EMILIO REY ANGEL",2019,38.02,"¡QUEREMOS...PODEMOS!","CHIPAQUE","Cundinamarca","15058"
"RAFAEL ANTONIO BALLEN MOLINA",63,1.18,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","CHIPAQUE","Cundinamarca","15058"
"JORGE EMILIO REY ANGEL",4429,57.72,"¡QUEREMOS...PODEMOS!","CHOACHI","Cundinamarca","15061"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",2844,37.06,"PACTO POR CUNDINAMARCA","CHOACHI","Cundinamarca","15061"
"RAFAEL ANTONIO BALLEN MOLINA",61,0.79,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","CHOACHI","Cundinamarca","15061"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",3920,47.48,"PACTO POR CUNDINAMARCA","CHOCONTA","Cundinamarca","15064"
"JORGE EMILIO REY ANGEL",3605,43.67,"¡QUEREMOS...PODEMOS!","CHOCONTA","Cundinamarca","15064"
"RAFAEL ANTONIO BALLEN MOLINA",88,1.06,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","CHOCONTA","Cundinamarca","15064"
"JORGE EMILIO REY ANGEL",4802,54.78,"¡QUEREMOS...PODEMOS!","COGUA","Cundinamarca","15043"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",3053,34.83,"PACTO POR CUNDINAMARCA","COGUA","Cundinamarca","15043"
"RAFAEL ANTONIO BALLEN MOLINA",276,3.14,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","COGUA","Cundinamarca","15043"
"JORGE EMILIO REY ANGEL",8194,60.2,"¡QUEREMOS...PODEMOS!","COTA","Cundinamarca","15046"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",3831,28.14,"PACTO POR CUNDINAMARCA","COTA","Cundinamarca","15046"
"RAFAEL ANTONIO BALLEN MOLINA",286,2.1,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","COTA","Cundinamarca","15046"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",1928,57.51,"PACTO POR CUNDINAMARCA","CUCUNUBA","Cundinamarca","15049"
"JORGE EMILIO REY ANGEL",1222,36.45,"¡QUEREMOS...PODEMOS!","CUCUNUBA","Cundinamarca","15049"
"RAFAEL ANTONIO BALLEN MOLINA",48,1.43,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","CUCUNUBA","Cundinamarca","15049"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",4782,47.49,"PACTO POR CUNDINAMARCA","EL COLEGIO","Cundinamarca","15067"
"JORGE EMILIO REY ANGEL",4712,46.8,"¡QUEREMOS...PODEMOS!","EL COLEGIO","Cundinamarca","15067"
"RAFAEL ANTONIO BALLEN MOLINA",125,1.24,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","EL COLEGIO","Cundinamarca","15067"
"JORGE EMILIO REY ANGEL",1813,75.41,"¡QUEREMOS...PODEMOS!","EL PEÑON","Cundinamarca","15070"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",516,21.46,"PACTO POR CUNDINAMARCA","EL PEÑON","Cundinamarca","15070"
"RAFAEL ANTONIO BALLEN MOLINA",20,0.83,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","EL PEÑON","Cundinamarca","15070"
"JORGE EMILIO REY ANGEL",5709,62.61,"¡QUEREMOS...PODEMOS!","EL ROSAL","Cundinamarca","15072"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",2659,29.16,"PACTO POR CUNDINAMARCA","EL ROSAL","Cundinamarca","15072"
"RAFAEL ANTONIO BALLEN MOLINA",98,1.07,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","EL ROSAL","Cundinamarca","15072"
"JORGE EMILIO REY ANGEL",27904,54.96,"¡QUEREMOS...PODEMOS!","FACATATIVA","Cundinamarca","15076"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",15331,30.19,"PACTO POR CUNDINAMARCA","FACATATIVA","Cundinamarca","15076"
"RAFAEL ANTONIO BALLEN MOLINA",1451,2.85,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","FACATATIVA","Cundinamarca","15076"
"JORGE EMILIO REY ANGEL",3188,47.51,"¡QUEREMOS...PODEMOS!","FOMEQUE","Cundinamarca","15079"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",3142,46.82,"PACTO POR CUNDINAMARCA","FOMEQUE","Cundinamarca","15079"
"RAFAEL ANTONIO BALLEN MOLINA",64,0.95,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","FOMEQUE","Cundinamarca","15079"
"JORGE EMILIO REY ANGEL",2177,60.2,"¡QUEREMOS...PODEMOS!","FOSCA","Cundinamarca","15085"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",1277,35.31,"PACTO POR CUNDINAMARCA","FOSCA","Cundinamarca","15085"
"RAFAEL ANTONIO BALLEN MOLINA",30,0.82,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","FOSCA","Cundinamarca","15085"
"JORGE EMILIO REY ANGEL",29008,77.08,"¡QUEREMOS...PODEMOS!","FUNZA","Cundinamarca","15088"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",6867,18.24,"PACTO POR CUNDINAMARCA","FUNZA","Cundinamarca","15088"
"RAFAEL ANTONIO BALLEN MOLINA",398,1.05,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","FUNZA","Cundinamarca","15088"
"JORGE EMILIO REY ANGEL",1415,57.26,"¡QUEREMOS...PODEMOS!","FUQUENE","Cundinamarca","15091"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",838,33.91,"PACTO POR CUNDINAMARCA","FUQUENE","Cundinamarca","15091"
"RAFAEL ANTONIO BALLEN MOLINA",78,3.15,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","FUQUENE","Cundinamarca","15091"
"JORGE EMILIO REY ANGEL",24641,50.55,"¡QUEREMOS...PODEMOS!","FUSAGASUGA","Cundinamarca","15094"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",15997,32.82,"PACTO POR CUNDINAMARCA","FUSAGASUGA","Cundinamarca","15094"
"RAFAEL ANTONIO BALLEN MOLINA",1501,3.07,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","FUSAGASUGA","Cundinamarca","15094"
"JORGE EMILIO REY ANGEL",1743,52.5,"¡QUEREMOS...PODEMOS!","GACHALA","Cundinamarca","15097"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",1332,40.12,"PACTO POR CUNDINAMARCA","GACHALA","Cundinamarca","15097"
"RAFAEL ANTONIO BALLEN MOLINA",91,2.74,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","GACHALA","Cundinamarca","15097"
"JORGE EMILIO REY ANGEL",2972,49.41,"¡QUEREMOS...PODEMOS!","GACHANCIPA","Cundinamarca","15100"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",2408,40.03,"PACTO POR CUNDINAMARCA","GACHANCIPA","Cundinamarca","15100"
"RAFAEL ANTONIO BALLEN MOLINA",253,4.2,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","GACHANCIPA","Cundinamarca","15100"
"JORGE EMILIO REY ANGEL",3332,65.86,"¡QUEREMOS...PODEMOS!","GACHETA","Cundinamarca","15103"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",1467,28.99,"PACTO POR CUNDINAMARCA","GACHETA","Cundinamarca","15103"
"RAFAEL ANTONIO BALLEN MOLINA",52,1.02,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","GACHETA","Cundinamarca","15103"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",1382,67.31,"PACTO POR CUNDINAMARCA","GAMA","Cundinamarca","15106"
"JORGE EMILIO REY ANGEL",615,29.95,"¡QUEREMOS...PODEMOS!","GAMA","Cundinamarca","15106"
"RAFAEL ANTONIO BALLEN MOLINA",10,0.48,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","GAMA","Cundinamarca","15106"
"JORGE EMILIO REY ANGEL",20795,45.81,"¡QUEREMOS...PODEMOS!","GIRARDOT","Cundinamarca","15109"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",20456,45.06,"PACTO POR CUNDINAMARCA","GIRARDOT","Cundinamarca","15109"
"RAFAEL ANTONIO BALLEN MOLINA",773,1.7,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","GIRARDOT","Cundinamarca","15109"
"JORGE EMILIO REY ANGEL",2219,61.4,"¡QUEREMOS...PODEMOS!","GRANADA","Cundinamarca","15132"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",1133,31.35,"PACTO POR CUNDINAMARCA","GRANADA","Cundinamarca","15132"
"RAFAEL ANTONIO BALLEN MOLINA",56,1.54,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","GRANADA","Cundinamarca","15132"
"JORGE EMILIO REY ANGEL",3198,60.78,"¡QUEREMOS...PODEMOS!","GUACHETA","Cundinamarca","15112"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",1495,28.41,"PACTO POR CUNDINAMARCA","GUACHETA","Cundinamarca","15112"
"RAFAEL ANTONIO BALLEN MOLINA",166,3.15,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","GUACHETA","Cundinamarca","15112"
"JORGE EMILIO REY ANGEL",6791,57.49,"¡QUEREMOS...PODEMOS!","GUADUAS","Cundinamarca","15115"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",3952,33.46,"PACTO POR CUNDINAMARCA","GUADUAS","Cundinamarca","15115"
"RAFAEL ANTONIO BALLEN MOLINA",115,0.97,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","GUADUAS","Cundinamarca","15115"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",2825,47.84,"PACTO POR CUNDINAMARCA","GUASCA","Cundinamarca","15118"
"JORGE EMILIO REY ANGEL",2352,39.83,"¡QUEREMOS...PODEMOS!","GUASCA","Cundinamarca","15118"
"RAFAEL ANTONIO BALLEN MOLINA",87,1.47,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","GUASCA","Cundinamarca","15118"
"JORGE EMILIO REY ANGEL",1096,77.23,"¡QUEREMOS...PODEMOS!","GUATAQUI","Cundinamarca","15121"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",264,18.6,"PACTO POR CUNDINAMARCA","GUATAQUI","Cundinamarca","15121"
"RAFAEL ANTONIO BALLEN MOLINA",6,0.42,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","GUATAQUI","Cundinamarca","15121"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",1951,56.24,"PACTO POR CUNDINAMARCA","GUATAVITA","Cundinamarca","15124"
"JORGE EMILIO REY ANGEL",1304,37.59,"¡QUEREMOS...PODEMOS!","GUATAVITA","Cundinamarca","15124"
"RAFAEL ANTONIO BALLEN MOLINA",45,1.29,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","GUATAVITA","Cundinamarca","15124"
"JORGE EMILIO REY ANGEL",1371,58.71,"¡QUEREMOS...PODEMOS!","GUAYABAL DE SIQUIMA","Cundinamarca","15127"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",849,36.35,"PACTO POR CUNDINAMARCA","GUAYABAL DE SIQUIMA","Cundinamarca","15127"
"RAFAEL ANTONIO BALLEN MOLINA",17,0.72,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","GUAYABAL DE SIQUIMA","Cundinamarca","15127"
"JORGE EMILIO REY ANGEL",1792,59.45,"¡QUEREMOS...PODEMOS!","GUAYABETAL","Cundinamarca","15128"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",1089,36.13,"PACTO POR CUNDINAMARCA","GUAYABETAL","Cundinamarca","15128"
"RAFAEL ANTONIO BALLEN MOLINA",16,0.53,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","GUAYABETAL","Cundinamarca","15128"
"JORGE EMILIO REY ANGEL",1198,58.21,"¡QUEREMOS...PODEMOS!","GUTIERREZ","Cundinamarca","15130"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",827,40.18,"PACTO POR CUNDINAMARCA","GUTIERREZ","Cundinamarca","15130"
"RAFAEL ANTONIO BALLEN MOLINA",6,0.29,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","GUTIERREZ","Cundinamarca","15130"
"JORGE EMILIO REY ANGEL",1128,67.99,"¡QUEREMOS...PODEMOS!","JERUSALEN","Cundinamarca","15133"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",462,27.84,"PACTO POR CUNDINAMARCA","JERUSALEN","Cundinamarca","15133"
"RAFAEL ANTONIO BALLEN MOLINA",34,2.04,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","JERUSALEN","Cundinamarca","15133"
"JORGE EMILIO REY ANGEL",1686,53.27,"¡QUEREMOS...PODEMOS!","JUNIN","Cundinamarca","15136"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",1357,42.87,"PACTO POR CUNDINAMARCA","JUNIN","Cundinamarca","15136"
"RAFAEL ANTONIO BALLEN MOLINA",39,1.23,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","JUNIN","Cundinamarca","15136"
"JORGE EMILIO REY ANGEL",5856,48.97,"¡QUEREMOS...PODEMOS!","LA CALERA","Cundinamarca","15139"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",4369,36.53,"PACTO POR CUNDINAMARCA","LA CALERA","Cundinamarca","15139"
"RAFAEL ANTONIO BALLEN MOLINA",424,3.54,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","LA CALERA","Cundinamarca","15139"
"JORGE EMILIO REY ANGEL",6841,53.02,"¡QUEREMOS...PODEMOS!","LA MESA","Cundinamarca","15142"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",5106,39.57,"PACTO POR CUNDINAMARCA","LA MESA","Cundinamarca","15142"
"RAFAEL ANTONIO BALLEN MOLINA",235,1.82,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","LA MESA","Cundinamarca","15142"
"JORGE EMILIO REY ANGEL",2307,56.14,"¡QUEREMOS...PODEMOS!","LA PALMA","Cundinamarca","15145"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",1639,39.88,"PACTO POR CUNDINAMARCA","LA PALMA","Cundinamarca","15145"
"RAFAEL ANTONIO BALLEN MOLINA",28,0.68,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","LA PALMA","Cundinamarca","15145"
"JORGE EMILIO REY ANGEL",1713,49.06,"¡QUEREMOS...PODEMOS!","LA PEÑA","Cundinamarca","15148"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",1685,48.26,"PACTO POR CUNDINAMARCA","LA PEÑA","Cundinamarca","15148"
"RAFAEL ANTONIO BALLEN MOLINA",23,0.65,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","LA PEÑA","Cundinamarca","15148"
"JORGE EMILIO REY ANGEL",3623,49.75,"¡QUEREMOS...PODEMOS!","LA VEGA","Cundinamarca","15151"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",3235,44.43,"PACTO POR CUNDINAMARCA","LA VEGA","Cundinamarca","15151"
"RAFAEL ANTONIO BALLEN MOLINA",71,0.97,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","LA VEGA","Cundinamarca","15151"
"JORGE EMILIO REY ANGEL",3427,68.17,"¡QUEREMOS...PODEMOS!","LENGUAZAQUE","Cundinamarca","15154"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",1294,25.74,"PACTO POR CUNDINAMARCA","LENGUAZAQUE","Cundinamarca","15154"
"RAFAEL ANTONIO BALLEN MOLINA",67,1.33,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","LENGUAZAQUE","Cundinamarca","15154"
"JORGE EMILIO REY ANGEL",2134,57.15,"¡QUEREMOS...PODEMOS!","MACHETA","Cundinamarca","15157"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",1439,38.53,"PACTO POR CUNDINAMARCA","MACHETA","Cundinamarca","15157"
"RAFAEL ANTONIO BALLEN MOLINA",37,0.99,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","MACHETA","Cundinamarca","15157"
"JORGE EMILIO REY ANGEL",18782,56.07,"¡QUEREMOS...PODEMOS!","MADRID","Cundinamarca","15160"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",11310,33.76,"PACTO POR CUNDINAMARCA","MADRID","Cundinamarca","15160"
"RAFAEL ANTONIO BALLEN MOLINA",553,1.65,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","MADRID","Cundinamarca","15160"
"JORGE EMILIO REY ANGEL",1716,60.55,"¡QUEREMOS...PODEMOS!","MANTA","Cundinamarca","15163"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",920,32.46,"PACTO POR CUNDINAMARCA","MANTA","Cundinamarca","15163"
"RAFAEL ANTONIO BALLEN MOLINA",139,4.9,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","MANTA","Cundinamarca","15163"
"JORGE EMILIO REY ANGEL",2543,54.72,"¡QUEREMOS...PODEMOS!","MEDINA","Cundinamarca","15166"
"NANCY PATRICIA GUTIERREZ CASTAÑEDA",2029,43.66,"PACTO POR CUNDINAMARCA","MEDINA","Cundinamarca","15166"
